,Area,Study Year,Level,Mode,Country,Academic Year,Female,Male,Not known,Other,Total
256,"Agriculture, food and related studies",All,Other undergraduate,All,Wales,2019/20,230.0,80.0,,0.0,315.0
257,"Agriculture, food and related studies",All,Other undergraduate,All,Wales,2020/21,205.0,70.0,0.0,0.0,275.0
258,"Agriculture, food and related studies",All,Other undergraduate,Full-time,All,2017/18,1735.0,855.0,,0.0,2590.0
259,"Agriculture, food and related studies",All,Other undergraduate,Full-time,All,2018/19,1730.0,775.0,,5.0,2510.0
260,"Agriculture, food and related studies",All,Other undergraduate,Full-time,All,2019/20,1350.0,830.0,,10.0,2190.0
261,"Agriculture, food and related studies",All,Other undergraduate,Full-time,All,2020/21,1440.0,860.0,0.0,5.0,2310.0
262,"Agriculture, food and related studies",All,Other undergraduate,Full-time,England,2017/18,1190.0,600.0,,0.0,1790.0
263,"Agriculture, food and related studies",All,Other undergraduate,Full-time,England,2018/19,1175.0,535.0,,0.0,1710.0
264,"Agriculture, food and related studies",All,Other undergraduate,Full-time,England,2019/20,765.0,490.0,,5.0,1255.0
265,"Agriculture, food and related studies",All,Other undergraduate,Full-time,England,2020/21,755.0,490.0,0.0,5.0,1245.0
266,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Northern Ireland,2017/18,0.0,0.0,,0.0,0.0
267,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Northern Ireland,2018/19,0.0,0.0,,0.0,0.0
268,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Scotland,2017/18,325.0,170.0,,0.0,495.0
269,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Scotland,2018/19,315.0,165.0,,0.0,480.0
270,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Scotland,2019/20,405.0,280.0,,5.0,690.0
271,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Scotland,2020/21,530.0,320.0,0.0,5.0,855.0
272,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Wales,2017/18,215.0,85.0,,0.0,305.0
273,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Wales,2018/19,240.0,75.0,,0.0,315.0
274,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Wales,2019/20,180.0,60.0,,0.0,240.0
275,"Agriculture, food and related studies",All,Other undergraduate,Full-time,Wales,2020/21,160.0,50.0,0.0,0.0,210.0
276,"Agriculture, food and related studies",All,Other undergraduate,Part-time,All,2017/18,1370.0,1585.0,,0.0,2960.0
277,"Agriculture, food and related studies",All,Other undergraduate,Part-time,All,2018/19,1360.0,1475.0,,0.0,2840.0
278,"Agriculture, food and related studies",All,Other undergraduate,Part-time,All,2019/20,1000.0,1245.0,,0.0,2245.0
279,"Agriculture, food and related studies",All,Other undergraduate,Part-time,All,2020/21,1305.0,1080.0,0.0,5.0,2390.0
280,"Agriculture, food and related studies",All,Other undergraduate,Part-time,England,2017/18,1240.0,1435.0,,0.0,2675.0
281,"Agriculture, food and related studies",All,Other undergraduate,Part-time,England,2018/19,1225.0,1310.0,,0.0,2535.0
282,"Agriculture, food and related studies",All,Other undergraduate,Part-time,England,2019/20,835.0,1085.0,,0.0,1925.0
283,"Agriculture, food and related studies",All,Other undergraduate,Part-time,England,2020/21,1140.0,900.0,0.0,5.0,2045.0
284,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Northern Ireland,2017/18,0.0,0.0,,0.0,0.0
285,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Northern Ireland,2018/19,0.0,0.0,,0.0,0.0
286,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Scotland,2017/18,85.0,130.0,,0.0,215.0
287,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Scotland,2018/19,100.0,145.0,,0.0,245.0
288,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Scotland,2019/20,115.0,135.0,,0.0,250.0
289,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Scotland,2020/21,115.0,160.0,0.0,5.0,280.0
290,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Wales,2017/18,45.0,20.0,,0.0,70.0
291,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Wales,2018/19,35.0,20.0,,0.0,60.0
292,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Wales,2019/20,50.0,20.0,,0.0,70.0
293,"Agriculture, food and related studies",All,Other undergraduate,Part-time,Wales,2020/21,45.0,20.0,0.0,0.0,65.0
294,"Agriculture, food and related studies",All,Postgraduate (research),All,All,2017/18,475.0,370.0,,0.0,850.0
295,"Agriculture, food and related studies",All,Postgraduate (research),All,All,2018/19,475.0,355.0,,0.0,830.0
296,"Agriculture, food and related studies",All,Postgraduate (research),All,All,2019/20,385.0,275.0,,0.0,660.0
297,"Agriculture, food and related studies",All,Postgraduate (research),All,All,2020/21,385.0,260.0,0.0,0.0,650.0
298,"Agriculture, food and related studies",All,Postgraduate (research),All,England,2017/18,335.0,245.0,,0.0,580.0
299,"Agriculture, food and related studies",All,Postgraduate (research),All,England,2018/19,340.0,245.0,,0.0,580.0
300,"Agriculture, food and related studies",All,Postgraduate (research),All,England,2019/20,305.0,205.0,,0.0,515.0
301,"Agriculture, food and related studies",All,Postgraduate (research),All,England,2020/21,300.0,190.0,0.0,0.0,495.0
302,"Agriculture, food and related studies",All,Postgraduate (research),All,Northern Ireland,2017/18,20.0,15.0,,0.0,35.0
303,"Agriculture, food and related studies",All,Postgraduate (research),All,Northern Ireland,2018/19,25.0,15.0,,0.0,40.0
304,"Agriculture, food and related studies",All,Postgraduate (research),All,Northern Ireland,2019/20,30.0,20.0,,0.0,50.0
305,"Agriculture, food and related studies",All,Postgraduate (research),All,Northern Ireland,2020/21,30.0,20.0,0.0,0.0,50.0
306,"Agriculture, food and related studies",All,Postgraduate (research),All,Scotland,2017/18,100.0,90.0,,0.0,185.0
307,"Agriculture, food and related studies",All,Postgraduate (research),All,Scotland,2018/19,90.0,80.0,,0.0,170.0
308,"Agriculture, food and related studies",All,Postgraduate (research),All,Scotland,2019/20,45.0,35.0,,0.0,85.0
309,"Agriculture, food and related studies",All,Postgraduate (research),All,Scotland,2020/21,45.0,40.0,0.0,0.0,85.0
310,"Agriculture, food and related studies",All,Postgraduate (research),All,Wales,2017/18,20.0,25.0,,0.0,45.0
311,"Agriculture, food and related studies",All,Postgraduate (research),All,Wales,2018/19,20.0,15.0,,0.0,35.0
312,"Agriculture, food and related studies",All,Postgraduate (research),All,Wales,2019/20,5.0,5.0,,0.0,15.0
313,"Agriculture, food and related studies",All,Postgraduate (research),All,Wales,2020/21,10.0,10.0,0.0,0.0,15.0
314,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,All,2017/18,395.0,320.0,,0.0,710.0
315,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,All,2018/19,385.0,305.0,,0.0,690.0
316,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,All,2019/20,320.0,220.0,,0.0,540.0
317,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,All,2020/21,310.0,200.0,0.0,0.0,510.0
318,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,England,2017/18,270.0,205.0,,0.0,475.0
319,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,England,2018/19,270.0,210.0,,0.0,480.0
320,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,England,2019/20,245.0,170.0,,0.0,420.0
321,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,England,2020/21,235.0,145.0,0.0,0.0,380.0
322,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Northern Ireland,2017/18,20.0,10.0,,0.0,35.0
323,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Northern Ireland,2018/19,25.0,10.0,,0.0,35.0
324,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Northern Ireland,2019/20,25.0,20.0,,0.0,45.0
325,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Northern Ireland,2020/21,30.0,15.0,0.0,0.0,50.0
326,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Scotland,2017/18,80.0,80.0,,0.0,160.0
327,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Scotland,2018/19,75.0,70.0,,0.0,145.0
328,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Scotland,2019/20,40.0,30.0,,0.0,70.0
329,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Scotland,2020/21,35.0,35.0,0.0,0.0,70.0
330,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Wales,2017/18,20.0,20.0,,0.0,40.0
331,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Wales,2018/19,15.0,15.0,,0.0,30.0
332,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Wales,2019/20,5.0,5.0,,0.0,10.0
333,"Agriculture, food and related studies",All,Postgraduate (research),Full-time,Wales,2020/21,5.0,5.0,0.0,0.0,15.0
334,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,All,2017/18,80.0,55.0,,0.0,135.0
335,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,All,2018/19,90.0,50.0,,0.0,140.0
336,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,All,2019/20,65.0,50.0,,0.0,120.0
337,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,All,2020/21,80.0,60.0,0.0,0.0,140.0
338,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,England,2017/18,65.0,40.0,,0.0,105.0
339,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,England,2018/19,70.0,35.0,,0.0,105.0
340,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,England,2019/20,55.0,40.0,,0.0,95.0
341,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,England,2020/21,70.0,45.0,0.0,0.0,115.0
342,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Northern Ireland,2017/18,0.0,0.0,,0.0,0.0
343,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Northern Ireland,2018/19,0.0,5.0,,0.0,5.0
344,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Northern Ireland,2019/20,0.0,5.0,,0.0,5.0
345,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Northern Ireland,2020/21,0.0,5.0,0.0,0.0,5.0
346,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Scotland,2017/18,15.0,10.0,,0.0,25.0
347,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Scotland,2018/19,15.0,5.0,,0.0,25.0
348,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Scotland,2019/20,5.0,10.0,,0.0,15.0
349,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Scotland,2020/21,10.0,5.0,0.0,0.0,15.0
350,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Wales,2017/18,0.0,5.0,,0.0,5.0
351,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Wales,2018/19,5.0,0.0,,0.0,5.0
352,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Wales,2019/20,5.0,0.0,,0.0,5.0
353,"Agriculture, food and related studies",All,Postgraduate (research),Part-time,Wales,2020/21,0.0,0.0,0.0,0.0,5.0
354,"Agriculture, food and related studies",All,Postgraduate (taught),All,All,2017/18,1725.0,1070.0,,5.0,2800.0
355,"Agriculture, food and related studies",All,Postgraduate (taught),All,All,2018/19,1800.0,970.0,,5.0,2775.0
356,"Agriculture, food and related studies",All,Postgraduate (taught),All,All,2019/20,1700.0,1010.0,,0.0,2715.0
357,"Agriculture, food and related studies",All,Postgraduate (taught),All,All,2020/21,2270.0,1335.0,0.0,5.0,3605.0
358,"Agriculture, food and related studies",All,Postgraduate (taught),All,England,2017/18,1090.0,560.0,,5.0,1655.0
359,"Agriculture, food and related studies",All,Postgraduate (taught),All,England,2018/19,1190.0,570.0,,0.0,1765.0
360,"Agriculture, food and related studies",All,Postgraduate (taught),All,England,2019/20,1135.0,655.0,,0.0,1790.0
361,"Agriculture, food and related studies",All,Postgraduate (taught),All,England,2020/21,1630.0,905.0,0.0,0.0,2540.0
362,"Agriculture, food and related studies",All,Postgraduate (taught),All,Northern Ireland,2017/18,75.0,40.0,,0.0,115.0
363,"Agriculture, food and related studies",All,Postgraduate (taught),All,Northern Ireland,2018/19,70.0,40.0,,0.0,110.0
364,"Agriculture, food and related studies",All,Postgraduate (taught),All,Northern Ireland,2019/20,85.0,30.0,,0.0,115.0
365,"Agriculture, food and related studies",All,Postgraduate (taught),All,Northern Ireland,2020/21,80.0,30.0,0.0,0.0,105.0
366,"Agriculture, food and related studies",All,Postgraduate (taught),All,Scotland,2017/18,430.0,325.0,,0.0,755.0
367,"Agriculture, food and related studies",All,Postgraduate (taught),All,Scotland,2018/19,420.0,265.0,,0.0,685.0
368,"Agriculture, food and related studies",All,Postgraduate (taught),All,Scotland,2019/20,310.0,205.0,,0.0,515.0
369,"Agriculture, food and related studies",All,Postgraduate (taught),All,Scotland,2020/21,355.0,220.0,0.0,0.0,575.0
370,"Agriculture, food and related studies",All,Postgraduate (taught),All,Wales,2017/18,130.0,140.0,,0.0,270.0
371,"Agriculture, food and related studies",All,Postgraduate (taught),All,Wales,2018/19,115.0,95.0,,0.0,215.0
372,"Agriculture, food and related studies",All,Postgraduate (taught),All,Wales,2019/20,165.0,125.0,,0.0,295.0
373,"Agriculture, food and related studies",All,Postgraduate (taught),All,Wales,2020/21,210.0,180.0,0.0,0.0,385.0
374,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,All,2017/18,830.0,545.0,,0.0,1380.0
375,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,All,2018/19,815.0,505.0,,0.0,1320.0
376,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,All,2019/20,740.0,555.0,,0.0,1290.0
377,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,All,2020/21,925.0,715.0,0.0,0.0,1645.0
378,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,England,2017/18,605.0,335.0,,0.0,940.0
379,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,England,2018/19,590.0,340.0,,0.0,930.0
380,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,England,2019/20,535.0,375.0,,0.0,910.0
381,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,England,2020/21,715.0,515.0,0.0,0.0,1230.0
382,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Northern Ireland,2017/18,15.0,10.0,,0.0,25.0
383,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Northern Ireland,2018/19,20.0,10.0,,0.0,25.0
384,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Northern Ireland,2019/20,20.0,15.0,,0.0,35.0
385,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Northern Ireland,2020/21,25.0,15.0,0.0,0.0,40.0
386,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Scotland,2017/18,180.0,180.0,,0.0,360.0
387,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Scotland,2018/19,175.0,140.0,,0.0,315.0
388,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Scotland,2019/20,110.0,110.0,,0.0,215.0
389,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Scotland,2020/21,100.0,115.0,0.0,0.0,215.0
390,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Wales,2017/18,30.0,20.0,,0.0,55.0
391,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Wales,2018/19,30.0,20.0,,0.0,50.0
392,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Wales,2019/20,75.0,55.0,,0.0,130.0
393,"Agriculture, food and related studies",All,Postgraduate (taught),Full-time,Wales,2020/21,90.0,70.0,0.0,0.0,160.0
394,"Agriculture, food and related studies",All,Postgraduate (taught),Part-time,All,2017/18,895.0,520.0,,5.0,1420.0
395,"Agriculture, food and related studies",All,Postgraduate (taught),Part-time,All,2018/19,985.0,465.0,,0.0,1455.0
396,"Agriculture, food and related studies",All,Postgraduate (taught),Part-time,All,2019/20,965.0,460.0,,0.0,1420.0
397,"Agriculture, food and related studies",All,Postgraduate (taught),Part-time,All,2020/21,1345.0,620.0,0.0,0.0,1960.0
398,"Agriculture, food and related studies",All,Postgraduate (taught),Part-time,England,2017/18,485.0,230.0,,0.0,715.0
